Property_ID,Listing_price,Data_Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude
PV0489,4258545,SYN,Bicholi Hapsi,Independent House,1895,1895,3,10-20 years,North,No,Yes,No,High,Poor,No,2122,2301,2013,Dealer,22.792142,75.942753
PV0490,10901874,SYN,AB Road,Independent House,2679,2679,4,5-10 years,South,No,No,No,Medium,Poor,Yes,3014,3829,2019,Dealer,22.719992,75.91419
PV0491,4937020,SYN,Palasia,Apartment,1023,1023,2,10-20 years,North-East,Yes,Yes,Yes,Low,Good,No,3603,4627,2013,Dealer,22.72743,75.885282
PV0492,2903071,SYN,Pipliyahana,Builder Floor,1035,1035,2,10-20 years,East,Yes,Yes,Yes,Medium,Good,No,2461,2765,2012,Owner,22.700489,75.917328
PV0493,3335691,SYN,Sudama Nagar,Independent House,1115,1115,2,0-5 years,South-West,No,No,No,Medium,Average,Yes,2136,2512,2022,Dealer,22.688349,75.837663
PV0494,4048223,SYN,Pipliyahana,Apartment,1272,1272,3,0-5 years,North-West,Yes,No,Yes,Medium,Good,Yes,2426,2865,2022,Dealer,22.69953,75.919175
PV0495,3745107,SYN,Scheme 54,Apartment,926,926,2,0-5 years,East,No,Yes,Yes,Low,Average,No,2836,3670,2024,Dealer,22.731155,75.86989
PV0496,6996700,SYN,AB Road,Independent House,1829,1829,3,20+ years,South-East,No,Yes,No,High,Good,Yes,3146,4262,2000,Owner,22.719363,75.910308
PV0497,4408022,SYN,Nipania,Apartment,1289,1289,3,5-10 years,West,Yes,Yes,Yes,Medium,Poor,Yes,2631,3401,2015,Owner,22.752401,75.918821
PV0498,3238096,SYN,Annapurna,Builder Floor,1452,1452,3,10-20 years,East,No,No,No,High,Good,No,2325,2390,2012,Dealer,22.686146,75.866984
PV0499,3220666,SYN,Tilak Nagar,Apartment,1112,1112,2,0-5 years,North,No,Yes,No,Medium,Good,Yes,2340,2615,2024,Owner,22.720324,75.863897
PV0500,4329944,SYN,Tilak Nagar,Apartment,1367,1367,3,5-10 years,North-East,Yes,Yes,Yes,Low,Average,No,2441,2963,2017,Owner,22.719186,75.867861
PV0501,1622936,SYN,Rau,Plot,1318,1318,0,20+ years,South-West,No,Yes,No,Medium,Average,No,1831,1997,2004,Owner,22.651782,75.812059
PV0502,2175205,SYN,Pardesipura,Apartment,973,973,2,10-20 years,South,Yes,No,No,High,Poor,No,2276,2433,2011,Dealer,22.768861,75.870364
PV0503,2893103,SYN,Sudama Nagar,Apartment,1065,1065,2,0-5 years,North,Yes,Yes,No,Medium,Poor,No,2230,2486,2022,Owner,22.693623,75.838035
PV0504,7985877,SYN,Pardesipura,Apartment,2267,2267,4,0-5 years,South,Yes,Yes,Yes,Low,Average,No,2359,2812,2023,Dealer,22.767201,75.874463
PV0505,6049637,SYN,Vijay Nagar,Builder Floor,1267,1267,3,10-20 years,North-East,Yes,Yes,Yes,Low,Excellent,No,3250,4933,2013,Dealer,22.74323,75.901091
PV0506,4144413,SYN,Silicon City,Builder Floor,1442,1442,3,5-10 years,West,Yes,No,Yes,Medium,Poor,No,2301,2630,2018,Owner,22.741754,75.879325
PV0507,7183922,SYN,Vijay Nagar,Independent House,1230,1230,2,0-5 years,South,Yes,Yes,No,Low,Excellent,No,3278,4934,2022,Dealer,22.744336,75.902985
PV0508,3221339,SYN,Rau,Independent House,1288,1288,2,0-5 years,North,Yes,Yes,No,Medium,Poor,No,1849,2017,2022,Dealer,22.650998,75.812913
PV0509,5336961,SYN,Palasia,Apartment,951,951,2,5-10 years,West,Yes,Yes,Yes,Medium,Excellent,No,3465,4941,2017,Owner,22.725814,75.881004
PV0510,4016864,SYN,Annapurna,Apartment,1500,1500,3,10-20 years,North,No,No,No,High,Poor,No,2243,2552,2010,Owner,22.684001,75.866385
PV0511,3966990,SYN,AB Road,Apartment,785,785,2,0-5 years,North,Yes,Yes,No,Medium,Excellent,No,3091,4219,2022,Dealer,22.723657,75.915097
PV0512,15713492,SYN,Vijay Nagar,Independent House,3160,3160,4,10-20 years,North,Yes,Yes,No,Medium,Average,No,3124,4755,2008,Owner,22.748416,75.900916
PV0513,8764236,SYN,Pipliyahana,Villa,2190,2190,3,5-10 years,North,Yes,Yes,Yes,Medium,Average,Yes,2550,3004,2018,Owner,22.69516,75.916763
PV0514,7777406,SYN,Vijay Nagar,Apartment,1516,1516,3,5-10 years,East,Yes,No,Yes,Low,Excellent,No,3146,4878,2017,Dealer,22.742804,75.905216
PV0515,4503249,SYN,Bicholi Hapsi,Apartment,1619,1619,3,0-5 years,South-West,No,No,Yes,Low,Good,No,2079,2301,2023,Owner,22.787705,75.940644
PV0516,1732275,SYN,Limbodi,Apartment,835,835,2,10-20 years,North,No,No,No,Medium,Good,Yes,1954,2046,2009,Dealer,22.820399,75.90823
PV0517,3372041,SYN,MR 10,Apartment,1149,1149,2,10-20 years,East,No,Yes,Yes,Low,Good,No,2658,2884,2012,Dealer,22.768419,75.901929
PV0518,1915771,SYN,Nipania,Apartment,521,521,1,0-5 years,North-East,No,Yes,Yes,High,Excellent,Yes,2718,3139,2023,Owner,22.751574,75.920369
PV0519,2851508,SYN,Pardesipura,Builder Floor,980,980,2,0-5 years,West,No,Yes,Yes,Medium,Poor,No,2249,2807,2023,Dealer,22.763088,75.873187
PV0520,9769744,SYN,Aerodrome Road,Apartment,2191,2191,4,0-5 years,South,Yes,Yes,Yes,Low,Good,No,2809,3860,2021,Dealer,22.719694,75.800242
PV0521,3201756,SYN,Vijay Nagar,Builder Floor,833,833,2,20+ years,North,Yes,Yes,Yes,Medium,Excellent,No,3193,4909,1999,Owner,22.748742,75.903574
PV0522,2650996,SYN,Bicholi Mardana,Builder Floor,1494,1494,3,20+ years,East,No,No,No,Medium,Good,Yes,2243,2318,1993,Dealer,22.778062,75.930473
PV0523,2451146,SYN,Mahalaxmi Nagar,Builder Floor,1008,1008,2,20+ years,South,Yes,No,Yes,High,Poor,Yes,2519,3056,1994,Owner,22.714001,75.858339
PV0524,3385429,SYN,Bhawarkuan,Builder Floor,1072,1072,2,10-20 years,South-West,Yes,Yes,Yes,Low,Average,No,2453,3193,2008,Dealer,22.698768,75.836762
PV0525,5738096,SYN,Aerodrome Road,Apartment,1346,1346,3,5-10 years,North,Yes,Yes,Yes,Medium,Good,No,2744,3837,2019,Dealer,22.718936,75.804792
PV0526,4178681,SYN,Vijay Nagar,Apartment,933,933,2,5-10 years,North-West,Yes,Yes,Yes,Medium,Average,No,3166,4301,2019,Dealer,22.748062,75.901726
PV0527,2354232,SYN,Bicholi Hapsi,Apartment,904,904,2,5-10 years,East,No,Yes,No,High,Average,No,2157,2257,2019,Dealer,22.791933,75.94038
PV0528,2197650,SYN,Bhawarkuan,Apartment,521,521,1,0-5 years,North,Yes,No,Yes,Low,Good,Yes,2475,3199,2021,Dealer,22.697871,75.84306
PV0529,5915947,SYN,Niranjanpur,Apartment,1834,1834,4,10-20 years,East,Yes,No,No,Low,Excellent,Yes,2526,3207,2014,Dealer,22.760435,75.912938
PV0530,2308757,SYN,Bicholi Hapsi,Plot,1156,1156,0,5-10 years,North,No,No,No,Medium,Average,Yes,2109,2423,2016,Dealer,22.790216,75.93791
PV0531,2473037,SYN,LIG Colony,Apartment,991,991,2,5-10 years,East,No,Yes,No,Medium,Good,No,2215,2267,2019,Dealer,22.732331,75.847394
PV0532,2163016,SYN,LIG Colony,Apartment,943,943,2,10-20 years,East,No,No,Yes,Medium,Average,No,2265,2366,2012,Dealer,22.731704,75.848421
PV0533,3011983,SYN,AB Road,Apartment,601,601,1,0-5 years,East,Yes,Yes,Yes,Low,Good,No,3075,4320,2024,Dealer,22.721408,75.909449
PV0534,3244504,SYN,LIG Colony,Independent House,1279,1279,2,5-10 years,North-West,No,No,No,Medium,Average,No,2183,2400,2018,Dealer,22.729408,75.848067
PV0535,2297176,SYN,LIG Colony,Independent House,937,937,1,10-20 years,North,Yes,Yes,No,Low,Good,No,2201,2219,2012,Dealer,22.728904,75.850914
PV0536,10485321,SYN,MR 10,Villa,2603,2603,3,0-5 years,North,No,No,No,Medium,Excellent,No,2617,3119,2024,Dealer,22.77171,75.899246
PV0537,1447451,SYN,Bicholi Hapsi,Apartment,562,562,1,5-10 years,North-East,Yes,Yes,Yes,High,Average,No,2139,2233,2016,Owner,22.790648,75.938437
PV0538,2300527,SYN,Banganga,Independent House,781,781,1,0-5 years,North,Yes,No,No,Medium,Average,Yes,2058,2295,2021,Owner,22.711185,75.827287
PV0539,1589728,SYN,Bicholi Hapsi,Plot,974,974,0,10-20 years,South,No,No,Yes,Medium,Good,Yes,2149,2111,2014,Owner,22.791438,75.940599
PV0540,14560669,SYN,Palasia,Builder Floor,2459,2459,4,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3594,5238,2016,Owner,22.722528,75.880706
PV0541,1896988,SYN,Limbodi,Plot,1261,1261,0,5-10 years,South,No,No,No,Medium,Average,Yes,1857,2060,2018,Dealer,22.822423,75.910153
PV0542,7672001,SYN,Palasia,Apartment,1369,1369,3,0-5 years,East,Yes,Yes,Yes,Low,Excellent,No,3415,5054,2022,Dealer,22.721629,75.885953
PV0543,1573229,SYN,Pardesipura,Apartment,615,615,1,5-10 years,East,No,No,Yes,Low,Good,No,2235,2551,2019,Owner,22.763059,75.873652
PV0544,3910930,SYN,Tilak Nagar,Builder Floor,1443,1443,3,5-10 years,East,No,Yes,Yes,Low,Good,No,2356,2577,2015,Dealer,22.718142,75.863256
PV0545,1947002,SYN,Banganga,Apartment,889,889,2,10-20 years,East,Yes,No,Yes,High,Average,No,2146,2253,2013,Dealer,22.712379,75.827037
PV0546,5723178,SYN,Scheme 54,Apartment,1294,1294,3,0-5 years,East,Yes,No,Yes,Medium,Excellent,Yes,2902,3964,2020,Owner,22.731499,75.87215
PV0547,5923077,SYN,Aerodrome Road,Apartment,1404,1404,3,0-5 years,North,No,No,Yes,Medium,Good,No,2799,3586,2024,Owner,22.722416,75.798393
PV0548,3645962,SYN,Silicon City,Independent House,1411,1411,2,20+ years,North-West,No,No,Yes,High,Average,Yes,2334,2779,1997,Dealer,22.738494,75.882751
PV0549,7032898,SYN,Scheme 54,Builder Floor,1565,1565,3,0-5 years,East,Yes,Yes,Yes,Low,Excellent,No,2972,4210,2023,Dealer,22.728791,75.867548
PV0550,8026452,SYN,Mahalaxmi Nagar,Apartment,2404,2404,4,0-5 years,East,No,No,No,Low,Good,No,2439,2849,2022,Owner,22.714606,75.860282
PV0551,1825622,SYN,Mahalaxmi Nagar,Builder Floor,557,557,1,5-10 years,South-East,Yes,Yes,Yes,Medium,Average,No,2574,3102,2017,Owner,22.713465,75.859082
PV0552,6468638,SYN,Palasia,Apartment,1009,1009,2,0-5 years,North,Yes,Yes,Yes,Low,Good,No,3408,5399,2024,Dealer,22.722217,75.881118
PV0553,7355214,SYN,Vijay Nagar,Apartment,1522,1522,3,5-10 years,South-East,Yes,Yes,Yes,Low,Excellent,No,3294,4312,2019,Dealer,22.742511,75.903454
PV0554,8983439,SYN,Palasia,Apartment,1543,1543,3,5-10 years,North-West,Yes,Yes,Yes,Low,Excellent,No,3427,5484,2016,Owner,22.72479,75.886967
PV0555,3641215,SYN,Rajendra Nagar,Apartment,917,917,2,0-5 years,East,Yes,No,Yes,Low,Average,Yes,2537,3373,2020,Dealer,22.708509,75.867284
PV0556,1930617,SYN,Limbodi,Apartment,999,999,2,10-20 years,West,No,No,Yes,High,Good,No,1951,1986,2006,Owner,22.81665,75.910103
PV0557,4487010,SYN,AB Road,Apartment,976,976,2,5-10 years,East,Yes,Yes,Yes,Low,Good,No,3077,4063,2017,Owner,22.721117,75.913026
PV0558,3695150,SYN,Banganga,Independent House,1326,1326,2,10-20 years,North-East,Yes,No,No,High,Average,No,2154,2337,2008,Owner,22.715476,75.828833
PV0559,2705978,SYN,Annapurna,Builder Floor,1075,1075,2,0-5 years,West,No,No,No,Medium,Poor,No,2336,2402,2023,Owner,22.68239,75.859968
PV0560,7224851,SYN,Vijay Nagar,Villa,1332,1332,2,0-5 years,South,Yes,Yes,Yes,Low,Good,No,3194,4233,2020,Dealer,22.744849,75.901762
PV0561,1873894,SYN,Kanadiya,Apartment,919,919,2,10-20 years,South,Yes,Yes,Yes,Medium,Good,No,1992,2010,2014,Owner,22.803078,75.894435
PV0562,10320993,SYN,Vijay Nagar,Villa,1887,1887,3,0-5 years,West,No,Yes,Yes,Medium,Average,No,3203,4168,2022,Dealer,22.746371,75.90194
PV0563,3303026,SYN,Niranjanpur,Apartment,1018,1018,2,0-5 years,North-West,Yes,Yes,No,Low,Average,No,2547,2881,2020,Dealer,22.758051,75.916708
PV0564,7785143,SYN,Aerodrome Road,Builder Floor,1973,1973,4,10-20 years,South-East,Yes,Yes,Yes,Low,Excellent,No,2793,3847,2009,Dealer,22.723021,75.79987
PV0565,4843155,SYN,Nipania,Builder Floor,1692,1692,3,10-20 years,West,No,No,Yes,High,Excellent,Yes,2730,3205,2013,Owner,22.758188,75.917738
PV0566,2280763,SYN,Annapurna,Apartment,1004,1004,2,10-20 years,North-East,Yes,No,Yes,Medium,Average,Yes,2233,2415,2013,Owner,22.687251,75.863676
PV0567,3322513,SYN,Tilak Nagar,Apartment,1414,1414,3,20+ years,East,No,No,No,Low,Average,Yes,2381,2661,1998,Dealer,22.721823,75.867544
PV0568,5040002,SYN,Tilak Nagar,Apartment,1683,1683,3,0-5 years,South-East,Yes,No,No,Low,Excellent,No,2412,2890,2021,Owner,22.720219,75.86297
PV0569,8370058,SYN,Aerodrome Road,Villa,2376,2376,3,10-20 years,South,Yes,Yes,Yes,Low,Good,No,2827,3749,2014,Dealer,22.721019,75.799079
PV0570,2055864,SYN,Nipania,Builder Floor,601,601,1,0-5 years,South,Yes,No,No,Medium,Excellent,No,2665,3221,2023,Owner,22.756442,75.919698
PV0571,7758737,SYN,Mahalaxmi Nagar,Apartment,2298,2298,4,5-10 years,South-West,Yes,Yes,Yes,Low,Good,No,2481,3059,2018,Dealer,22.713354,75.858604
PV0572,8598559,SYN,Palasia,Apartment,1712,1712,3,10-20 years,East,Yes,Yes,Yes,Low,Average,No,3410,4720,2010,Dealer,22.727655,75.880831
PV0573,2969521,SYN,Bicholi Mardana,Apartment,1107,1107,2,5-10 years,South-East,Yes,Yes,Yes,Medium,Average,Yes,2194,2500,2015,Dealer,22.783547,75.930995
PV0574,2219943,SYN,Sudama Nagar,Independent House,949,949,1,10-20 years,East,Yes,No,No,Low,Average,No,2218,2262,2012,Owner,22.692052,75.839288
PV0575,2973703,SYN,Pardesipura,Apartment,1032,1032,2,5-10 years,East,Yes,Yes,No,Low,Poor,No,2268,2610,2015,Owner,22.762996,75.871963
PV0576,2667331,SYN,MR 10,Builder Floor,920,920,2,10-20 years,North,Yes,Yes,Yes,Low,Good,No,2561,2808,2013,Dealer,22.77337,75.903637
PV0577,5779296,SYN,Palasia,Apartment,1027,1027,2,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,3599,4888,2023,Owner,22.725893,75.884347
PV0578,10113247,SYN,Palasia,Villa,1804,1804,2,10-20 years,North-East,No,Yes,Yes,Low,Excellent,No,3464,5051,2007,Owner,22.72658,75.886554
PV0579,6553915,SYN,Tilak Nagar,Apartment,2367,2367,4,5-10 years,South-West,Yes,Yes,Yes,Medium,Good,No,2382,2527,2017,Dealer,22.722525,75.864925
PV0580,2114951,SYN,Limbodi,Builder Floor,1136,1136,2,5-10 years,South-East,Yes,Yes,Yes,Medium,Average,No,1925,1950,2015,Dealer,22.818584,75.911102
PV0581,4041965,SYN,Annapurna,Independent House,1414,1414,2,10-20 years,North-East,No,Yes,Yes,High,Average,No,2322,2705,2005,Owner,22.682555,75.865346
PV0582,2824632,SYN,Bhawarkuan,Villa,910,910,1,20+ years,North,Yes,No,No,Medium,Poor,Yes,2524,3195,2004,Dealer,22.696704,75.840486
PV0583,4662888,SYN,Niranjanpur,Builder Floor,1676,1676,3,20+ years,North,Yes,No,Yes,Low,Poor,Yes,2606,3216,2000,Dealer,22.758586,75.914828
PV0584,2252677,SYN,Super Corridor,Apartment,978,978,2,20+ years,North-East,No,No,Yes,Medium,Good,No,2426,2676,1996,Dealer,22.787046,75.900432
PV0585,10696406,SYN,AB Road,Independent House,2302,2302,3,10-20 years,South-West,Yes,Yes,Yes,Medium,Good,No,3066,4248,2009,Dealer,22.723014,75.908974
PV0586,10179499,SYN,Palasia,Apartment,2225,2225,4,10-20 years,North-East,Yes,Yes,Yes,Medium,Good,No,3450,4583,2006,Dealer,22.726648,75.881809
PV0587,2234757,SYN,LIG Colony,Apartment,906,906,2,10-20 years,North-West,No,Yes,Yes,Medium,Average,No,2164,2347,2012,Dealer,22.731824,75.849267
PV0588,6873816,SYN,Palasia,Apartment,1394,1394,3,10-20 years,South,Yes,Yes,Yes,Medium,Good,No,3413,5052,2013,Dealer,22.725342,75.886078
PV0589,2748612,SYN,Bicholi Hapsi,Apartment,1017,1017,2,0-5 years,East,No,Yes,Yes,Medium,Good,No,2043,2200,2024,Owner,22.792724,75.938615
PV0590,5217697,SYN,AB Road,Apartment,1147,1147,2,0-5 years,East,Yes,Yes,Yes,Medium,Excellent,No,3102,3898,2021,Owner,22.722135,75.914684
PV0591,4985133,SYN,Aerodrome Road,Apartment,1439,1439,3,10-20 years,North,Yes,Yes,Yes,Low,Excellent,No,2815,3339,2012,Dealer,22.723556,75.799186
PV0592,4844089,SYN,Nipania,Builder Floor,1445,1445,3,10-20 years,East,Yes,Yes,Yes,High,Good,No,2665,3221,2009,Owner,22.758088,75.920955
PV0593,4666337,SYN,Rajendra Nagar,Apartment,1691,1691,3,10-20 years,North,No,No,No,Medium,Good,No,2587,2958,2013,Dealer,22.706142,75.864555
PV0594,14629496,SYN,Palasia,Villa,2266,2266,3,5-10 years,West,Yes,Yes,Yes,Medium,Excellent,Yes,3558,4853,2019,Owner,22.724924,75.882227
PV0595,6255429,SYN,AB Road,Independent House,1320,1320,2,10-20 years,East,No,No,Yes,Low,Excellent,No,3168,4325,2013,Dealer,22.722145,75.91439
PV0596,4442880,SYN,AB Road,Builder Floor,998,998,2,5-10 years,South,Yes,Yes,Yes,Low,Good,No,3083,4343,2019,Owner,22.723958,75.911849
PV0597,2345762,SYN,Mahalaxmi Nagar,Builder Floor,826,826,2,10-20 years,North-East,Yes,No,Yes,High,Good,No,2440,3129,2014,Dealer,22.710282,75.858583
PV0598,6810601,SYN,Aerodrome Road,Villa,1527,1527,2,5-10 years,North,Yes,No,Yes,Low,Excellent,No,2836,3777,2018,Dealer,22.721572,75.800365
PV0599,2599263,SYN,Mahalaxmi Nagar,Apartment,861,861,2,5-10 years,South-East,Yes,No,No,Medium,Average,Yes,2574,2911,2019,Dealer,22.71114,75.860541
PV0600,3820194,SYN,Sudama Nagar,Builder Floor,1437,1437,3,0-5 years,West,Yes,Yes,No,Medium,Average,Yes,2254,2439,2020,Dealer,22.688962,75.840259
PV0601,29914654,SYN,Palasia,Villa,4332,4332,4,0-5 years,North,Yes,Yes,Yes,Low,Excellent,No,3553,5362,2021,Owner,22.720857,75.884981
PV0602,3763078,SYN,Rajendra Nagar,Builder Floor,1304,1304,3,5-10 years,West,Yes,Yes,No,Medium,Average,Yes,2640,2955,2018,Owner,22.707655,75.862994
PV0603,1589631,SYN,Bicholi Mardana,Plot,1114,1114,0,20+ years,West,No,No,No,High,Good,Yes,2246,2220,1993,Dealer,22.778713,75.926972
PV0604,2185068,SYN,Bicholi Mardana,Independent House,678,678,1,0-5 years,North-East,Yes,No,Yes,High,Poor,No,2171,2312,2022,Dealer,22.782427,75.932868
PV0605,1834513,SYN,Rau,Apartment,810,810,2,0-5 years,East,Yes,Yes,No,Medium,Good,Yes,1832,1838,2024,Owner,22.651462,75.810396
PV0606,5824292,SYN,AB Road,Independent House,1359,1359,2,10-20 years,East,No,Yes,Yes,Medium,Good,No,3161,4220,2008,Dealer,22.723307,75.915355
PV0607,3427154,SYN,Rau,Independent House,1712,1712,3,10-20 years,South,Yes,Yes,No,Low,Good,Yes,1749,2000,2009,Owner,22.651446,75.807606
PV0608,5527877,SYN,Annapurna,Independent House,1923,1923,3,10-20 years,North-West,No,No,No,High,Poor,Yes,2360,2718,2007,Owner,22.687994,75.866905
PV0609,1950256,SYN,Rau,Apartment,944,944,2,5-10 years,South-East,No,Yes,No,High,Good,No,1797,1836,2016,Dealer,22.647792,75.812808
PV0610,2560241,SYN,Annapurna,Plot,1344,1344,0,20+ years,East,No,No,Yes,Medium,Good,Yes,2256,2684,2002,Owner,22.687876,75.864551
PV0611,6015641,SYN,Rajendra Nagar,Villa,1718,1718,2,10-20 years,East,No,No,Yes,Low,Average,No,2630,3202,2007,Owner,22.707757,75.865672
PV0612,3517759,SYN,Bicholi Hapsi,Independent House,1409,1409,2,0-5 years,East,No,No,Yes,High,Average,No,2156,2238,2022,Owner,22.786609,75.938806
PV0613,2723845,SYN,Pipliyahana,Apartment,822,822,2,0-5 years,East,Yes,Yes,Yes,High,Poor,No,2538,2964,2024,Dealer,22.700352,75.921797
PV0614,4686851,SYN,Aerodrome Road,Apartment,1548,1548,3,20+ years,North,Yes,No,Yes,Low,Excellent,No,2794,3578,1994,Dealer,22.719004,75.802606
PV0615,1394744,SYN,Silicon City,Apartment,632,632,1,20+ years,North,No,Yes,Yes,Low,Good,No,2241,2750,1991,Dealer,22.737998,75.878831
PV0616,1695511,SYN,Niranjanpur,Builder Floor,711,711,1,20+ years,North,No,Yes,Yes,Low,Good,No,2573,2953,2000,Owner,22.760414,75.911949
PV0617,4679018,SYN,MR 10,Apartment,1435,1435,3,0-5 years,North,Yes,No,Yes,High,Good,No,2624,2886,2023,Owner,22.771993,75.90068
PV0618,3601362,SYN,Palasia,Independent House,762,762,1,10-20 years,West,Yes,No,Yes,Low,Good,Yes,3425,4831,2009,Owner,22.726437,75.882899
PV0619,8276159,SYN,Aerodrome Road,Villa,1698,1698,2,0-5 years,East,No,No,Yes,Medium,Excellent,No,2868,3623,2022,Dealer,22.718362,75.797999
PV0620,2387012,SYN,LIG Colony,Builder Floor,1102,1102,2,20+ years,West,No,No,Yes,Medium,Good,Yes,2221,2513,2003,Dealer,22.729611,75.849482
PV0621,3589706,SYN,Annapurna,Apartment,1320,1320,3,0-5 years,East,No,Yes,Yes,High,Average,Yes,2362,2388,2022,Dealer,22.68413,75.861417
PV0622,3543693,SYN,Bhawarkuan,Apartment,964,964,2,10-20 years,North,Yes,Yes,Yes,Low,Average,Yes,2474,3345,2007,Dealer,22.698931,75.839111
PV0623,5620189,SYN,Aerodrome Road,Independent House,1383,1383,2,0-5 years,North-West,No,Yes,Yes,Medium,Excellent,No,2722,3433,2021,Owner,22.719388,75.797961
PV0624,4011841,SYN,Bicholi Mardana,Independent House,1432,1432,2,5-10 years,South,Yes,Yes,No,Low,Poor,Yes,2188,2560,2017,Owner,22.781281,75.927553
PV0625,4676560,SYN,Super Corridor,Apartment,1616,1616,3,5-10 years,South,No,No,Yes,High,Good,No,2409,2780,2016,Dealer,22.785461,75.898681
PV0626,4111230,SYN,Mahalaxmi Nagar,Builder Floor,1333,1333,3,5-10 years,East,Yes,Yes,No,Medium,Good,No,2524,2780,2019,Dealer,22.712417,75.860359
PV0627,1293383,SYN,Sudama Nagar,Builder Floor,572,572,1,10-20 years,North,Yes,No,Yes,High,Excellent,No,2154,2235,2010,Owner,22.687831,75.843114
PV0628,8683038,SYN,Bhawarkuan,Apartment,2094,2094,4,0-5 years,North,Yes,Yes,Yes,High,Good,Yes,2448,3230,2021,Owner,22.693104,75.841637
PV0629,5084245,SYN,Aerodrome Road,Apartment,1278,1278,3,5-10 years,West,Yes,Yes,Yes,Low,Good,No,2819,3709,2019,Dealer,22.723243,75.800953
PV0630,1324679,SYN,Bicholi Mardana,Apartment,501,501,1,5-10 years,East,No,No,Yes,Medium,Excellent,No,2184,2426,2018,Dealer,22.780032,75.928299
PV0631,8419847,SYN,Nipania,Apartment,2270,2270,4,0-5 years,North,Yes,No,Yes,Medium,Good,Yes,2704,3049,2022,Owner,22.754542,75.921011
PV0632,3151666,SYN,Rajendra Nagar,Apartment,944,944,2,5-10 years,South-West,Yes,Yes,Yes,Low,Good,No,2646,2887,2019,Owner,22.706638,75.867452
PV0633,4184022,SYN,Rajendra Nagar,Apartment,1230,1230,3,0-5 years,East,Yes,No,Yes,Low,Excellent,No,2670,2895,2021,Dealer,22.707291,75.866588
PV0634,3084176,SYN,Aerodrome Road,Apartment,846,846,2,5-10 years,South-East,No,Yes,Yes,Medium,Good,No,2880,3382,2018,Owner,22.722764,75.800178
PV0635,2304609,SYN,Limbodi,Apartment,1066,1066,2,10-20 years,North,No,Yes,Yes,Medium,Good,No,1849,2100,2008,Owner,22.820694,75.909691
PV0636,3291969,SYN,Kanadiya,Builder Floor,1330,1330,3,0-5 years,North,No,No,Yes,High,Average,Yes,1959,2240,2024,Dealer,22.804708,75.895976
PV0637,3316473,SYN,MR 10,Apartment,946,946,2,0-5 years,East,No,No,Yes,High,Poor,Yes,2658,3122,2024,Owner,22.767323,75.904327
PV0638,4216535,SYN,Bhawarkuan,Apartment,1397,1397,3,10-20 years,North,No,Yes,Yes,Medium,Good,No,2544,3282,2007,Dealer,22.691868,75.842307
PV0639,5690676,SYN,Pipliyahana,Independent House,1648,1648,3,0-5 years,West,No,Yes,Yes,High,Good,Yes,2537,2862,2024,Owner,22.695204,75.921684
PV0640,1609985,SYN,Bicholi Mardana,Independent House,806,806,1,20+ years,East,No,No,Yes,Low,Average,Yes,2146,2232,1993,Dealer,22.776857,75.927069
PV0641,1754834,SYN,Silicon City,Apartment,638,638,1,5-10 years,West,No,Yes,Yes,Medium,Excellent,Yes,2362,2611,2016,Dealer,22.742441,75.882699
PV0642,2106254,SYN,Limbodi,Independent House,1145,1145,2,10-20 years,West,No,No,Yes,Medium,Average,No,1903,2096,2006,Owner,22.822791,75.912421
PV0643,1484329,SYN,Rau,Independent House,846,846,1,10-20 years,West,No,Yes,Yes,Medium,Good,Yes,1828,1953,2009,Dealer,22.648113,75.807944
PV0644,2676367,SYN,Annapurna,Apartment,1001,1001,2,5-10 years,South-West,No,No,No,Medium,Excellent,No,2355,2589,2015,Owner,22.682137,75.86198
PV0645,1975225,SYN,LIG Colony,Apartment,1030,1030,2,20+ years,East,No,No,No,Medium,Average,Yes,2209,2207,2001,Dealer,22.729706,75.849553
PV0646,5054463,SYN,Kanadiya,Apartment,2230,2230,4,0-5 years,East,No,No,No,Low,Poor,Yes,1978,2026,2022,Dealer,22.804395,75.895588
PV0647,1939526,SYN,Banganga,Apartment,714,714,1,0-5 years,South,No,Yes,No,Medium,Good,No,2123,2403,2022,Dealer,22.71027,75.829831
PV0648,8007211,SYN,Pardesipura,Independent House,2448,2448,4,0-5 years,East,No,No,Yes,Low,Poor,No,2315,2651,2023,Owner,22.762084,75.876052
PV0649,4088719,SYN,Tilak Nagar,Apartment,1389,1389,3,10-20 years,North-East,Yes,Yes,Yes,Low,Good,No,2461,2848,2007,Dealer,22.72202,75.86746
PV0650,3837113,SYN,Scheme 54,Apartment,969,969,2,5-10 years,West,Yes,Yes,Yes,Low,Poor,No,2957,3772,2017,Owner,22.727316,75.868884
PV0651,9643770,SYN,Aerodrome Road,Villa,2068,2068,3,0-5 years,North,Yes,No,Yes,Medium,Good,No,2729,3238,2021,Owner,22.722928,75.800292
PV0652,12931073,SYN,Palasia,Independent House,1917,1917,3,0-5 years,North-West,Yes,Yes,Yes,Low,Good,Yes,3478,5037,2020,Owner,22.725078,75.881576
