Property_ID,Listing price,Data Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude,Remarks,Listing_price,Data_Source
PV0304,,,Limbodi,Plot,1106,1106,0,0-5 years,South,No,No,Yes,Medium,Average,No,1934.0,2097,2020,Owner,22.820289,75.911695,,2155796.0,SYN
PV0305,,,Tilak Nagar,Apartment,1486,1486,3,0-5 years,North,Yes,No,No,Medium,Average,No,2470.0,2882,2023,Dealer,22.721045,75.864165,,4311747.0,SYN
PV0306,,,MR 10,Apartment,2294,2294,4,5-10 years,East,No,Yes,No,Medium,Good,Yes,2576.0,3304,2015,Owner,22.772637,75.899644,,8169821.0,SYN
PV0307,,,MR 10,Villa,1554,1554,2,0-5 years,South,No,Yes,No,Medium,Average,Yes,2544.0,2819,2021,Owner,22.771539,75.89994,,6247515.0,SYN
PV0308,,,Vijay Nagar,Villa,2482,2482,3,0-5 years,East,Yes,No,Yes,High,Excellent,Yes,3149.0,4648,2024,Dealer,22.742083,75.898987,,14506362.0,SYN
PV0309,,,Mahalaxmi Nagar,Apartment,856,856,2,10-20 years,West,No,Yes,Yes,Medium,Average,No,2466.0,2831,2007,Dealer,22.714148,75.856264,,2449836.0,SYN
PV0310,,,Vijay Nagar,Apartment,1153,1153,2,10-20 years,West,Yes,Yes,Yes,Low,Excellent,Yes,3150.0,4413,2007,Owner,22.746189,75.901153,,4863446.0,SYN
PV0311,,,Vijay Nagar,Builder Floor,1051,1051,2,0-5 years,West,Yes,Yes,Yes,Medium,Good,No,3197.0,4851,2024,Dealer,22.746729,75.900468,,5581324.0,SYN
PV0312,,,Palasia,Villa,4033,4033,4,10-20 years,East,Yes,Yes,Yes,Low,Average,No,3459.0,5078,2009,Owner,22.726042,75.884595,,24728075.0,SYN
PV0313,,,Sudama Nagar,Apartment,613,613,1,0-5 years,North,Yes,Yes,Yes,High,Average,No,2150.0,2343,2024,Dealer,22.691607,75.842951,,1629269.0,SYN
PV0314,,,Annapurna,Independent House,1345,1345,2,10-20 years,South,No,No,Yes,Low,Average,Yes,2361.0,2382,2011,Owner,22.685216,75.865903,,3049475.0,SYN
PV0315,,,Mahalaxmi Nagar,Independent House,2898,2898,4,0-5 years,West,No,No,Yes,Medium,Good,No,2484.0,3170,2024,Owner,22.713514,75.859556,,9549039.0,SYN
PV0316,,,AB Road,Apartment,1261,1261,3,10-20 years,East,Yes,Yes,Yes,Low,Excellent,Yes,3160.0,3887,2011,Dealer,22.724475,75.914832,,4709744.0,SYN
PV0317,,,Pipliyahana,Villa,768,768,1,20+ years,North,Yes,Yes,Yes,Low,Good,No,2443.0,2781,2003,Owner,22.695708,75.917029,,2356947.0,SYN
PV0318,,,Pardesipura,Villa,1226,1226,2,0-5 years,South,No,No,Yes,Medium,Excellent,Yes,2342.0,2478,2023,Dealer,22.767274,75.871532,,3768433.0,SYN
PV0319,,,AB Road,Villa,2294,2294,3,0-5 years,North-East,No,No,Yes,Medium,Good,No,3025.0,4070,2020,Owner,22.722363,75.914562,,13807071.0,SYN
PV0320,,,Banganga,Apartment,1041,1041,2,0-5 years,West,No,No,No,Low,Excellent,No,2055.0,2140,2022,Dealer,22.714744,75.830402,,2348871.0,SYN
PV0321,,,Bicholi Hapsi,Independent House,2784,2784,4,5-10 years,East,No,No,No,High,Average,No,2051.0,2450,2018,Owner,22.792985,75.940232,,7542634.0,SYN
PV0322,,,Aerodrome Road,Apartment,917,917,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,2769.0,3465,2022,Owner,22.71831,75.802016,,3490427.0,SYN
PV0323,,,Bicholi Hapsi,Independent House,1901,1901,3,0-5 years,West,Yes,No,No,Medium,Good,No,2092.0,2359,2021,Dealer,22.787325,75.94021,,5243201.0,SYN
PV0324,,,Pardesipura,Builder Floor,943,943,2,5-10 years,West,No,Yes,No,Low,Average,Yes,2274.0,2741,2016,Owner,22.761917,75.875831,,2857484.0,SYN
PV0325,,,Vijay Nagar,Independent House,2896,2896,4,10-20 years,East,Yes,Yes,Yes,Medium,Good,No,3151.0,4201,2014,Dealer,22.74291,75.905098,,11961143.0,SYN
PV0326,,,Vijay Nagar,Apartment,2290,2290,4,5-10 years,West,Yes,No,Yes,Low,Excellent,No,3272.0,4905,2018,Owner,22.743705,75.900174,,12505223.0,SYN
PV0327,,,Super Corridor,Apartment,1694,1694,3,0-5 years,South,No,No,No,High,Average,Yes,2356.0,2740,2023,Owner,22.788723,75.898247,,5053561.0,SYN
PV0328,,,Aerodrome Road,Builder Floor,1757,1757,3,0-5 years,North,Yes,No,Yes,Low,Excellent,No,2865.0,3453,2022,Dealer,22.720046,75.804026,,6914150.0,SYN
PV0329,,,Tilak Nagar,Builder Floor,916,916,2,0-5 years,North,No,No,Yes,High,Poor,No,2429.0,2980,2024,Owner,22.717227,75.866406,,2984333.0,SYN
PV0330,,,Niranjanpur,Apartment,957,957,2,10-20 years,East,No,Yes,No,Medium,Good,No,2605.0,3165,2014,Dealer,22.759537,75.915961,,3186589.0,SYN
PV0331,,,Super Corridor,Apartment,1026,1026,2,0-5 years,West,No,Yes,No,Low,Poor,No,2469.0,2566,2020,Owner,22.784439,75.898437,,2926134.0,SYN
PV0332,,,MR 10,Independent House,2221,2221,3,5-10 years,East,Yes,No,Yes,Medium,Poor,Yes,2563.0,2925,2017,Dealer,22.772787,75.903249,,8371464.0,SYN
PV0333,,,Mahalaxmi Nagar,Independent House,1123,1123,2,0-5 years,North,No,No,Yes,High,Good,Yes,2566.0,2932,2022,Dealer,22.714438,75.860147,,3817111.0,SYN
PV0334,,,Bicholi Mardana,Independent House,2056,2056,3,20+ years,North-West,No,Yes,Yes,High,Good,Yes,2165.0,2426,2001,Owner,22.782313,75.932768,,4057239.0,SYN
PV0335,,,Sudama Nagar,Independent House,3062,3062,4,5-10 years,West,Yes,No,Yes,Medium,Poor,Yes,2173.0,2218,2017,Dealer,22.688519,75.842621,,7933288.0,SYN
PV0336,,,Super Corridor,Independent House,2070,2070,3,10-20 years,East,Yes,No,No,Medium,Good,Yes,2418.0,2904,2011,Owner,22.788925,75.899857,,6081261.0,SYN
PV0337,,,Niranjanpur,Independent House,1150,1150,2,0-5 years,South-West,Yes,Yes,Yes,Low,Good,No,2539.0,3284,2024,Owner,22.761111,75.914104,,4270893.0,SYN
PV0338,,,Vijay Nagar,Villa,2780,2780,3,0-5 years,East,Yes,No,Yes,Low,Good,No,3281.0,4239,2024,Owner,22.748998,75.904422,,16197713.0,SYN
PV0339,,,Aerodrome Road,Apartment,1194,1194,3,10-20 years,West,Yes,Yes,Yes,Low,Good,Yes,2832.0,3647,2012,Dealer,22.721969,75.80431,,4404269.0,SYN
PV0340,,,Vijay Nagar,Apartment,2310,2310,4,20+ years,East,No,No,Yes,Medium,Good,No,3246.0,4861,2002,Dealer,22.747401,75.901889,,9725670.0,SYN
PV0341,,,AB Road,Apartment,1144,1144,3,0-5 years,North,Yes,Yes,Yes,Low,Good,No,3146.0,3782,2022,Owner,22.721185,75.910182,,4513449.0,SYN
PV0342,,,Pardesipura,Independent House,1199,1199,2,10-20 years,South,Yes,No,Yes,Medium,Good,No,2346.0,2431,2008,Dealer,22.764923,75.874452,,2888687.0,SYN
PV0343,,,LIG Colony,Independent House,1354,1354,2,10-20 years,West,No,No,No,Medium,Poor,No,2167.0,2333,2012,Dealer,22.732297,75.847988,,3211573.0,SYN
PV0344,,,Silicon City,Independent House,1956,1956,3,10-20 years,West,Yes,No,No,Medium,Average,Yes,2278.0,2600,2013,Owner,22.737124,75.879783,,5247572.0,SYN
PV0345,,,Bicholi Mardana,Builder Floor,590,590,1,10-20 years,West,Yes,Yes,No,Medium,Good,Yes,2229.0,2206,2005,Dealer,22.782994,75.931428,,1165491.0,SYN
PV0346,,,Super Corridor,Independent House,1314,1314,2,5-10 years,East,No,No,Yes,Low,Good,No,2349.0,2619,2018,Owner,22.787636,75.899345,,3807604.0,SYN
PV0347,,,Banganga,Plot,1187,1187,0,5-10 years,East,No,Yes,No,Medium,Average,Yes,2107.0,2205,2015,Dealer,22.715634,75.829074,,1996580.0,SYN
PV0348,,,AB Road,Apartment,1020,1020,2,10-20 years,East,Yes,Yes,Yes,Low,Excellent,No,3143.0,4266,2012,Owner,22.722836,75.909962,,4818870.0,SYN
PV0349,,,Aerodrome Road,Apartment,980,980,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,2763.0,3339,2024,Owner,22.722515,75.797656,,4057565.0,SYN
PV0350,,,Scheme 54,Villa,2264,2264,3,0-5 years,South,Yes,Yes,No,Low,Average,Yes,2859.0,3868,2024,Owner,22.731908,75.871489,,11038757.0,SYN
PV0351,,,Pipliyahana,Independent House,1844,1844,3,0-5 years,North-East,No,Yes,No,Medium,Good,No,2501.0,2811,2022,Owner,22.697001,75.921225,,5547421.0,SYN
PV0352,,,Bhawarkuan,Apartment,861,861,2,0-5 years,East,Yes,Yes,Yes,High,Good,No,2537.0,2913,2021,Owner,22.69511,75.840817,,2948261.0,SYN
PV0353,,,Pardesipura,Independent House,1336,1336,2,20+ years,East,No,No,No,Medium,Average,No,2300.0,2794,1990,Owner,22.763782,75.871228,,3008228.0,SYN
PV0354,,,Nipania,Apartment,602,602,1,0-5 years,South,Yes,Yes,Yes,Medium,Average,Yes,2657.0,3123,2021,Owner,22.754591,75.919988,,2375512.0,SYN
PV0355,,,AB Road,Builder Floor,884,884,2,5-10 years,North,Yes,Yes,Yes,Low,Good,Yes,3068.0,3917,2015,Dealer,22.720122,75.909163,,3719212.0,SYN
PV0356,,,Kanadiya,Apartment,576,576,1,10-20 years,East,No,No,Yes,Medium,Poor,Yes,2050.0,2075,2008,Dealer,22.803354,75.891832,,1228428.0,SYN
PV0357,,,Rajendra Nagar,Apartment,638,638,1,0-5 years,West,Yes,Yes,Yes,Low,Good,No,2534.0,3266,2023,Owner,22.704577,75.865438,,2318806.0,SYN
PV0358,,,Palasia,Apartment,2036,2036,4,5-10 years,East,Yes,Yes,Yes,Low,Good,No,3426.0,5142,2015,Dealer,22.724699,75.887292,,11973869.0,SYN
PV0359,,,Scheme 54,Villa,2404,2404,3,10-20 years,North,Yes,Yes,Yes,Medium,Excellent,Yes,2889.0,4069,2010,Dealer,22.734039,75.86673,,11426336.0,SYN
PV0360,,,Niranjanpur,Apartment,1759,1759,3,5-10 years,South-West,Yes,Yes,No,Medium,Excellent,Yes,2528.0,3397,2016,Dealer,22.76087,75.918701,,6571036.0,SYN
PV0361,,,LIG Colony,Apartment,1251,1251,3,5-10 years,East,Yes,Yes,No,Low,Average,Yes,2206.0,2250,2015,Dealer,22.732686,75.84841,,2932798.0,SYN
PV0362,,,Aerodrome Road,Apartment,1506,1506,3,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2839.0,3662,2021,Owner,22.721322,75.79805,,6150540.0,SYN
PV0363,,,Scheme 54,Apartment,1299,1299,3,0-5 years,West,No,Yes,Yes,Low,Average,No,2827.0,3588,2023,Dealer,22.730349,75.873317,,5181333.0,SYN
PV0364,,,Pipliyahana,Apartment,943,943,2,10-20 years,East,Yes,No,Yes,Low,Average,Yes,2495.0,2999,2007,Owner,22.695418,75.923201,,2885680.0,SYN
PV0365,,,AB Road,Builder Floor,1505,1505,3,10-20 years,West,Yes,Yes,Yes,Low,Excellent,No,3049.0,4165,2011,Dealer,22.720077,75.911604,,5434201.0,SYN
PV0366,,,Aerodrome Road,Apartment,1405,1405,3,0-5 years,East,No,Yes,Yes,Low,Average,No,2761.0,3410,2022,Dealer,22.723369,75.802995,,5393019.0,SYN
PV0367,,,Aerodrome Road,Villa,2661,2661,3,0-5 years,West,Yes,No,Yes,Medium,Excellent,No,2764.0,3802,2020,Owner,22.71796,75.799103,,11671540.0,SYN
PV0368,,,Scheme 54,Apartment,1518,1518,3,10-20 years,West,Yes,Yes,Yes,High,Excellent,No,2947.0,4334,2012,Dealer,22.731236,75.873231,,6429844.0,SYN
PV0369,,,Bicholi Hapsi,Plot,1114,1114,0,10-20 years,North,Yes,No,Yes,Medium,Good,Yes,2057.0,2439,2005,Dealer,22.787308,75.941904,,2350781.0,SYN
PV0370,,,Palasia,Villa,2437,2437,3,0-5 years,East,Yes,No,Yes,Low,Poor,No,3413.0,5516,2021,Owner,22.724078,75.881787,,17709289.0,SYN
PV0371,,,Palasia,Builder Floor,1658,1658,3,20+ years,North-West,Yes,No,Yes,Medium,Average,No,3516.0,5063,1991,Dealer,22.725363,75.88664,,7489885.0,SYN
PV0372,,,Banganga,Apartment,609,609,1,0-5 years,West,Yes,Yes,Yes,Low,Average,Yes,2150.0,2105,2022,Owner,22.714576,75.826672,,1462564.0,SYN
PV0373,,,Nipania,Apartment,1528,1528,3,5-10 years,East,Yes,No,Yes,Low,Poor,No,2627.0,3215,2019,Dealer,22.753837,75.921168,,5114408.0,SYN
PV0374,,,Aerodrome Road,Apartment,1077,1077,2,5-10 years,North-West,Yes,No,Yes,Low,Good,No,2861.0,3440,2016,Owner,22.721837,75.802731,,3878573.0,SYN
PV0375,,,Vijay Nagar,Villa,897,897,1,0-5 years,West,Yes,No,Yes,Low,Excellent,No,3142.0,4025,2024,Dealer,22.746043,75.90423,,4922453.0,SYN
PV0376,,,Silicon City,Builder Floor,1514,1514,3,5-10 years,South,No,No,No,High,Poor,No,2365.0,2353,2015,Owner,22.742221,75.878808,,3402422.0,SYN
PV0377,,,Annapurna,Builder Floor,1647,1647,3,10-20 years,South,No,Yes,Yes,Low,Average,Yes,2290.0,2437,2014,Dealer,22.685873,75.864168,,3740219.0,SYN
PV0378,,,Silicon City,Apartment,1039,1039,2,0-5 years,North,Yes,Yes,Yes,Low,Average,Yes,2358.0,2650,2021,Dealer,22.741755,75.876763,,3220504.0,SYN
PV0379,,,Niranjanpur,Apartment,1099,1099,2,5-10 years,North,Yes,Yes,No,Medium,Good,Yes,2559.0,3427,2019,Dealer,22.756868,75.918513,,4323704.0,SYN
PV0380,,,Aerodrome Road,Apartment,982,982,2,10-20 years,East,No,Yes,Yes,Medium,Excellent,Yes,2793.0,3687,2014,Dealer,22.724462,75.797862,,3692781.0,SYN
PV0381,,,Bicholi Mardana,Plot,1185,1185,0,5-10 years,North,No,No,Yes,Medium,Poor,Yes,2165.0,2519,2016,Dealer,22.78204,75.931274,,2832596.0,SYN
PV0382,,,Palasia,Apartment,1396,1396,3,10-20 years,East,Yes,Yes,Yes,Medium,Good,No,3537.0,5582,2006,Owner,22.721507,75.881896,,7766372.0,SYN
PV0383,,,Aerodrome Road,Builder Floor,2180,2180,4,5-10 years,East,Yes,No,Yes,Medium,Excellent,No,2856.0,3734,2019,Dealer,22.723023,75.801428,,7723556.0,SYN
PV0384,,,Limbodi,Apartment,574,574,1,5-10 years,West,No,No,No,Medium,Excellent,No,1929.0,1993,2018,Dealer,22.822144,75.909253,,1209600.0,SYN
PV0385,,,Mahalaxmi Nagar,Apartment,1378,1378,3,10-20 years,East,No,Yes,Yes,Medium,Average,No,2561.0,2748,2009,Owner,22.709502,75.862456,,4293822.0,SYN
PV0386,,,Mahalaxmi Nagar,Builder Floor,2301,2301,4,0-5 years,West,No,Yes,Yes,Low,Average,No,2431.0,3096,2024,Owner,22.715246,75.858629,,7975291.0,SYN
PV0387,,,Aerodrome Road,Villa,2500,2500,3,0-5 years,North-East,Yes,Yes,Yes,High,Excellent,No,2880.0,3268,2023,Owner,22.718833,75.803137,,10448717.0,SYN
PV0388,,,Super Corridor,Builder Floor,959,959,2,0-5 years,North-East,Yes,Yes,Yes,Medium,Average,Yes,2344.0,2763,2021,Dealer,22.788431,75.90074,,2988431.0,SYN
PV0389,,,Pardesipura,Builder Floor,1458,1458,3,20+ years,East,Yes,No,No,Low,Excellent,No,2285.0,2574,1994,Owner,22.764013,75.871127,,3048583.0,SYN
PV0390,,,Palasia,Independent House,3124,3124,4,0-5 years,East,Yes,No,Yes,Low,Excellent,No,3558.0,5490,2023,Owner,22.725005,75.881974,,20269608.0,SYN
PV0391,,,Kanadiya,Independent House,1790,1790,3,20+ years,East,Yes,No,No,Medium,Poor,No,1986.0,2026,2003,Dealer,22.803202,75.893211,,3142098.0,SYN
PV0392,,,Rau,Independent House,705,705,1,20+ years,North,No,No,Yes,High,Average,No,1779.0,2120,1994,Dealer,22.647644,75.81043,,1432611.0,SYN
PV0393,,,Rau,Apartment,1395,1395,3,10-20 years,East,No,No,No,Medium,Good,No,1768.0,2080,2013,Owner,22.651674,75.808087,,2778888.0,SYN
PV0394,,,Tilak Nagar,Independent House,2193,2193,3,10-20 years,East,Yes,No,Yes,Low,Good,Yes,2438.0,2800,2010,Dealer,22.722841,75.868047,,6523936.0,SYN
PV0395,,,Bhawarkuan,Apartment,2555,2555,4,5-10 years,North-West,No,No,Yes,Medium,Excellent,No,2433.0,2813,2018,Owner,22.697216,75.838176,,6961447.0,SYN
PV0396,,,Aerodrome Road,Villa,1683,1683,2,0-5 years,West,Yes,Yes,Yes,Low,Good,Yes,2728.0,3308,2022,Dealer,22.71978,75.799448,,7461866.0,SYN
PV0397,,,Pardesipura,Builder Floor,906,906,2,0-5 years,East,Yes,No,No,High,Poor,Yes,2334.0,2447,2023,Dealer,22.764573,75.87544,,2357685.0,SYN
PV0398,,,Nipania,Apartment,946,946,2,0-5 years,South,Yes,No,Yes,Low,Excellent,No,2625.0,3346,2020,Dealer,22.755524,75.918745,,3422417.0,SYN
PV0399,,,Nipania,Apartment,1046,1046,2,0-5 years,South,Yes,No,Yes,Low,Excellent,Yes,2680.0,3626,2021,Dealer,22.751891,75.917048,,4354462.0,SYN
PV0400,,,Niranjanpur,Apartment,1967,1967,4,0-5 years,South-East,Yes,Yes,Yes,Low,Poor,No,2570.0,2913,2022,Owner,22.758763,75.914612,,7387062.0,SYN
PV0401,,,Vijay Nagar,Villa,2461,2461,3,5-10 years,North-East,Yes,No,Yes,Low,Good,No,3160.0,4086,2016,Dealer,22.745684,75.905398,,12911313.0,SYN
PV0402,,,Bhawarkuan,Apartment,1650,1650,3,0-5 years,South,Yes,No,Yes,Medium,Good,No,2529.0,3157,2023,Dealer,22.692063,75.838907,,6124142.0,SYN
PV0403,,,Bhawarkuan,Apartment,1033,1033,2,5-10 years,South,No,Yes,Yes,Medium,Poor,No,2541.0,3303,2019,Owner,22.694455,75.836555,,3545599.0,SYN
PV0404,,,Pipliyahana,Apartment,1127,1127,2,5-10 years,East,Yes,Yes,No,Medium,Poor,Yes,2438.0,2908,2015,Dealer,22.695666,75.922214,,3516737.0,SYN
PV0405,,,Aerodrome Road,Apartment,2257,2257,4,10-20 years,East,Yes,Yes,Yes,Medium,Excellent,No,2815.0,3560,2012,Dealer,22.720016,75.800521,,8057774.0,SYN
PV0406,,,AB Road,Apartment,553,553,1,20+ years,South-West,Yes,Yes,Yes,Low,Good,No,3143.0,3833,1993,Dealer,22.718249,75.911459,,1944988.0,SYN
PV0407,,,Silicon City,Builder Floor,777,777,2,10-20 years,North-West,Yes,Yes,Yes,Medium,Poor,No,2293.0,2699,2006,Dealer,22.739688,75.881376,,1977961.0,SYN
PV0408,,,Banganga,Independent House,2143,2143,3,20+ years,North,Yes,No,No,Medium,Poor,Yes,2136.0,2125,1990,Owner,22.71047,75.827559,,3958041.0,SYN
PV0409,,,Scheme 54,Apartment,1575,1575,3,0-5 years,South-West,Yes,Yes,Yes,Low,Average,Yes,2818.0,4045,2023,Dealer,22.731786,75.871562,,7257179.0,SYN
PV0410,,,Scheme 54,Apartment,932,932,2,0-5 years,West,Yes,Yes,Yes,Low,Average,No,2820.0,4229,2020,Owner,22.731329,75.87161,,4500742.0,SYN
PV0411,,,Tilak Nagar,Apartment,1146,1146,2,20+ years,South-West,Yes,Yes,Yes,Medium,Good,Yes,2348.0,2975,1997,Owner,22.717523,75.863782,,2940676.0,SYN
PV0412,,,Mahalaxmi Nagar,Apartment,1006,1006,2,10-20 years,East,Yes,No,Yes,Low,Good,No,2451.0,3148,2005,Dealer,22.709971,75.856677,,3170070.0,SYN
PV0413,,,Scheme 54,Apartment,2698,2698,4,5-10 years,East,Yes,Yes,Yes,Medium,Excellent,No,2872.0,3520,2019,Dealer,22.730197,75.867572,,9916985.0,SYN
PV0414,,,MR 10,Independent House,1902,1902,3,0-5 years,West,Yes,No,Yes,Low,Good,Yes,2581.0,3219,2021,Dealer,22.767407,75.904708,,7594854.0,SYN
PV0415,,,Sudama Nagar,Builder Floor,658,658,1,5-10 years,West,Yes,No,No,Medium,Good,Yes,2210.0,2488,2018,Dealer,22.686924,75.838017,,1633713.0,SYN
PV0416,,,Tilak Nagar,Builder Floor,1059,1059,2,10-20 years,North-East,Yes,No,Yes,Medium,Poor,No,2405.0,2676,2006,Dealer,22.71716,75.86582,,2966375.0,SYN
PV0417,,,Rau,Apartment,941,941,2,5-10 years,East,Yes,No,Yes,Low,Good,Yes,1785.0,2014,2018,Owner,22.651644,75.811001,,2247298.0,SYN
PV0418,,,AB Road,Villa,2291,2291,3,5-10 years,South-West,Yes,Yes,Yes,Low,Average,No,3178.0,4113,2016,Dealer,22.720589,75.913125,,12580645.0,SYN
PV0419,,,Nipania,Apartment,1270,1270,3,0-5 years,West,No,Yes,Yes,High,Good,No,2697.0,2982,2021,Owner,22.755952,75.920772,,4266868.0,SYN
PV0420,,,Mahalaxmi Nagar,Builder Floor,956,956,2,5-10 years,North-East,No,Yes,No,High,Good,No,2441.0,2913,2016,Dealer,22.7124,75.860927,,2520465.0,SYN
PV0421,,,Pipliyahana,Independent House,1316,1316,2,5-10 years,South,No,No,Yes,High,Average,No,2445.0,2742,2017,Owner,22.695981,75.921721,,3987010.0,SYN
PV0422,,,Bicholi Hapsi,Independent House,664,664,1,5-10 years,West,No,No,No,Low,Average,Yes,2105.0,2188,2016,Dealer,22.793503,75.937842,,1611529.0,SYN
PV0423,,,Palasia,Villa,1558,1558,2,0-5 years,North,Yes,Yes,Yes,High,Average,No,3397.0,4902,2020,Dealer,22.721575,75.880306,,10335077.0,SYN
PV0424,,,Palasia,Villa,2584,2584,3,5-10 years,East,Yes,No,Yes,Medium,Good,No,3600.0,4726,2017,Dealer,22.725692,75.880983,,15367751.0,SYN
PV0425,,,Bicholi Mardana,Independent House,1666,1666,3,5-10 years,East,Yes,Yes,No,High,Poor,No,2262.0,2554,2017,Owner,22.782886,75.926993,,4861519.0,SYN
PV0426,,,LIG Colony,Independent House,2056,2056,3,10-20 years,South,No,No,Yes,High,Good,No,2212.0,2216,2007,Dealer,22.728108,75.852143,,4421152.0,SYN
PV0427,,,AB Road,Builder Floor,1512,1512,3,5-10 years,East,Yes,No,Yes,Low,Excellent,Yes,3106.0,4042,2016,Dealer,22.720397,75.910371,,6239234.0,SYN
PV0428,,,Pardesipura,Apartment,967,967,2,10-20 years,West,Yes,Yes,No,High,Good,Yes,2292.0,2419,2009,Dealer,22.762475,75.872455,,2139399.0,SYN
PV0429,,,Vijay Nagar,Builder Floor,1867,1867,4,5-10 years,East,No,Yes,Yes,Low,Excellent,No,3227.0,4636,2015,Dealer,22.748923,75.904068,,9206168.0,SYN
PV0430,,,MR 10,Apartment,1175,1175,2,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2673.0,2957,2021,Dealer,22.773463,75.902992,,3943835.0,SYN
PV0431,,,Silicon City,Independent House,700,700,1,0-5 years,North,Yes,No,No,Medium,Average,Yes,2276.0,2757,2024,Dealer,22.737572,75.882351,,2186048.0,SYN
PV0432,,,MR 10,Apartment,985,985,2,10-20 years,South,Yes,No,Yes,Low,Good,No,2597.0,3246,2007,Dealer,22.772668,75.903249,,2793223.0,SYN
PV0433,,,Super Corridor,Apartment,883,883,2,20+ years,East,Yes,No,Yes,Medium,Poor,Yes,2466.0,2929,2001,Owner,22.787047,75.899817,,2443366.0,SYN
PV0434,,,Bhawarkuan,Builder Floor,1411,1411,3,0-5 years,East,Yes,Yes,No,Medium,Poor,No,2531.0,2829,2024,Owner,22.693329,75.839908,,4216238.0,SYN
PV0435,,,Rau,Independent House,1004,1004,2,10-20 years,South,No,Yes,No,Medium,Poor,No,1803.0,2047,2007,Owner,22.646969,75.811517,,2049619.0,SYN
PV0436,,,Palasia,Villa,2368,2368,3,0-5 years,North-East,Yes,Yes,No,Low,Excellent,No,3403.0,4898,2021,Dealer,22.726018,75.883872,,14583957.0,SYN
PV0437,,,Bhawarkuan,Builder Floor,1150,1150,3,5-10 years,North-East,No,No,Yes,High,Average,No,2440.0,2870,2019,Owner,22.695928,75.84109,,3474442.0,SYN
PV0438,,,Palasia,Villa,3414,3414,4,0-5 years,South,No,Yes,No,Medium,Good,No,3561.0,4657,2020,Owner,22.726733,75.882979,,20861006.0,SYN
PV0439,,,Rajendra Nagar,Apartment,1106,1106,2,10-20 years,East,Yes,No,Yes,Medium,Poor,No,2648.0,2877,2009,Owner,22.704679,75.866705,,3415755.0,SYN
PV0440,,,Aerodrome Road,Independent House,1372,1372,2,5-10 years,South-East,No,No,No,High,Good,No,2859.0,3813,2015,Dealer,22.721833,75.80465,,5128509.0,SYN
PV0441,,,Super Corridor,Villa,2056,2056,3,0-5 years,West,No,No,No,High,Poor,Yes,2345.0,2662,2022,Dealer,22.78979,75.899297,,7230997.0,SYN
PV0442,,,Vijay Nagar,Villa,1483,1483,2,0-5 years,East,Yes,Yes,Yes,Medium,Good,No,3209.0,4288,2022,Dealer,22.745976,75.903115,,7607061.0,SYN
PV0443,,,AB Road,Independent House,1974,1974,3,0-5 years,North,No,No,Yes,Low,Good,No,3056.0,4460,2022,Dealer,22.720685,75.915732,,11025947.0,SYN
PV0444,,,Kanadiya,Apartment,1054,1054,2,10-20 years,East,Yes,Yes,Yes,High,Poor,Yes,1942.0,2273,2005,Owner,22.799175,75.891473,,2324386.0,SYN
PV0445,,,Super Corridor,Builder Floor,1631,1631,3,0-5 years,East,Yes,Yes,No,Medium,Good,No,2408.0,2801,2020,Dealer,22.788656,75.900319,,5081659.0,SYN
PV0446,,,Rajendra Nagar,Apartment,1561,1561,3,20+ years,East,Yes,Yes,Yes,High,Good,Yes,2659.0,2974,1996,Dealer,22.70509,75.867675,,4088992.0,SYN
PV0447,,,Limbodi,Apartment,2480,2480,4,10-20 years,West,No,Yes,No,Medium,Excellent,No,1890.0,1970,2005,Dealer,22.821458,75.908903,,4509951.0,SYN
PV0448,,,Vijay Nagar,Villa,2205,2205,3,0-5 years,West,Yes,Yes,Yes,Medium,Good,No,3223.0,4008,2020,Dealer,22.745442,75.899351,,11952566.0,SYN
PV0449,,,Rajendra Nagar,Villa,3487,3487,4,10-20 years,South-West,Yes,No,Yes,Low,Poor,No,2526.0,3376,2009,Owner,22.70658,75.866596,,13502165.0,SYN
PV0450,,,Mahalaxmi Nagar,Villa,2421,2421,3,20+ years,West,Yes,No,Yes,Low,Good,No,2561.0,2888,2002,Owner,22.710478,75.857264,,7093072.0,SYN
PV0451,,,Nipania,Apartment,1776,1776,4,0-5 years,North,Yes,Yes,Yes,Medium,Good,No,2739.0,3068,2024,Owner,22.75736,75.922124,,6406863.0,SYN
PV0452,,,Bhawarkuan,Independent House,2750,2750,4,20+ years,West,Yes,Yes,Yes,Low,Good,Yes,2497.0,2939,1990,Dealer,22.698548,75.838696,,7583967.0,SYN
PV0453,,,Vijay Nagar,Apartment,1473,1473,3,0-5 years,West,Yes,Yes,Yes,Low,Excellent,No,3248.0,4363,2022,Dealer,22.747195,75.898772,,7742947.0,SYN
PV0454,,,Tilak Nagar,Apartment,1459,1459,3,10-20 years,East,Yes,Yes,Yes,Medium,Average,No,2425.0,2596,2007,Owner,22.723287,75.86619,,3696212.0,SYN
